#1
double Internals(8761, 4)
0	0.0	0.0	0.3465000000000001
3600	0.0	0.0	0.3465000000000001
7200	0.0	0.0	0.3465000000000001
10800	0.0	0.0	0.3465000000000001
14400	0.0	0.0	0.3465000000000001
18000	0.0	0.0	0.3465000000000001
21600	0.0	0.0	0.3465000000000001
25200	0.0	0.0	0.3465000000000001
28800	0.33	0.33	0.6930000000000002
32400	0.66	0.66	1.3860000000000003
36000	0.99	0.99	2.0789999999999997
39600	1.32	1.32	2.7720000000000007
43200	1.32	1.32	2.7720000000000007
46800	0.66	0.66	1.3860000000000003
50400	0.99	0.99	2.0789999999999997
54000	1.32	1.32	2.7720000000000007
57600	1.32	1.32	2.7720000000000007
61200	0.66	0.66	1.3860000000000003
64800	0.33	0.33	0.6930000000000002
68400	0.0	0.0	0.3465000000000001
72000	0.0	0.0	0.3465000000000001
75600	0.0	0.0	0.3465000000000001
79200	0.0	0.0	0.3465000000000001
82800	0.0	0.0	0.3465000000000001
86400	0.0	0.0	0.3465000000000001
90000	0.0	0.0	0.3465000000000001
93600	0.0	0.0	0.3465000000000001
97200	0.0	0.0	0.3465000000000001
100800	0.0	0.0	0.3465000000000001
104400	0.0	0.0	0.3465000000000001
108000	0.0	0.0	0.3465000000000001
111600	0.0	0.0	0.3465000000000001
115200	0.33	0.33	0.6930000000000002
118800	0.66	0.66	1.3860000000000003
122400	0.99	0.99	2.0789999999999997
126000	1.32	1.32	2.7720000000000007
129600	1.32	1.32	2.7720000000000007
133200	0.66	0.66	1.3860000000000003
136800	0.99	0.99	2.0789999999999997
140400	1.32	1.32	2.7720000000000007
144000	1.32	1.32	2.7720000000000007
147600	0.66	0.66	1.3860000000000003
151200	0.33	0.33	0.6930000000000002
154800	0.0	0.0	0.3465000000000001
158400	0.0	0.0	0.3465000000000001
162000	0.0	0.0	0.3465000000000001
165600	0.0	0.0	0.3465000000000001
169200	0.0	0.0	0.3465000000000001
172800	0.0	0.0	0.3465000000000001
176400	0.0	0.0	0.3465000000000001
180000	0.0	0.0	0.3465000000000001
183600	0.0	0.0	0.3465000000000001
187200	0.0	0.0	0.3465000000000001
190800	0.0	0.0	0.3465000000000001
194400	0.0	0.0	0.3465000000000001
198000	0.0	0.0	0.3465000000000001
201600	0.33	0.33	0.6930000000000002
205200	0.66	0.66	1.3860000000000003
208800	0.99	0.99	2.0789999999999997
212400	1.32	1.32	2.7720000000000007
216000	1.32	1.32	2.7720000000000007
219600	0.66	0.66	1.3860000000000003
223200	0.99	0.99	2.0789999999999997
226800	1.32	1.32	2.7720000000000007
230400	1.32	1.32	2.7720000000000007
234000	0.66	0.66	1.3860000000000003
237600	0.33	0.33	0.6930000000000002
241200	0.0	0.0	0.3465000000000001
244800	0.0	0.0	0.3465000000000001
248400	0.0	0.0	0.3465000000000001
252000	0.0	0.0	0.3465000000000001
255600	0.0	0.0	0.3465000000000001
259200	0.0	0.0	0.3465000000000001
262800	0.0	0.0	0.3465000000000001
266400	0.0	0.0	0.3465000000000001
270000	0.0	0.0	0.3465000000000001
273600	0.0	0.0	0.3465000000000001
277200	0.0	0.0	0.3465000000000001
280800	0.0	0.0	0.3465000000000001
284400	0.0	0.0	0.3465000000000001
288000	0.33	0.33	0.6930000000000002
291600	0.66	0.66	1.3860000000000003
295200	0.99	0.99	2.0789999999999997
298800	1.32	1.32	2.7720000000000007
302400	1.32	1.32	2.7720000000000007
306000	0.66	0.66	1.3860000000000003
309600	0.99	0.99	2.0789999999999997
313200	1.32	1.32	2.7720000000000007
316800	1.32	1.32	2.7720000000000007
320400	0.66	0.66	1.3860000000000003
324000	0.33	0.33	0.6930000000000002
327600	0.0	0.0	0.3465000000000001
331200	0.0	0.0	0.3465000000000001
334800	0.0	0.0	0.3465000000000001
338400	0.0	0.0	0.3465000000000001
342000	0.0	0.0	0.3465000000000001
345600	0.0	0.0	0.3465000000000001
349200	0.0	0.0	0.3465000000000001
352800	0.0	0.0	0.3465000000000001
356400	0.0	0.0	0.3465000000000001
